web-scraper-order,web-scraper-start-url,City,Russian name,Federal subject
"1653020618-969","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ust-Labinsk","Усть-Лабинск","Krasnodar Krai"
"1653020618-1064","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yuryuzan","Юрюзань","Chelyabinsk Oblast"
"1653020618-62","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Balashikha","Балашиха","Moscow Oblast"
"1653020618-319","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Khilok","Хилок","Zabaykalsky Krai"
"1653020618-116","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bolokhovo","Болохово","Tula Oblast"
"1653020618-13","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Alapayevsk","Алапаевск","Sverdlovsk Oblast"
"1653020618-685","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Petushki","Петушки","Vladimir Oblast"
"1653020618-111","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Boguchar","Богучар","Voronezh Oblast"
"1653020618-171","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Degtyarsk","Дегтярск","Sverdlovsk Oblast"
"1653020618-1047","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yelets","Елец","Lipetsk Oblast"
"1653020618-254","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ipatovo","Ипатово","Stavropol Krai"
"1653020618-403","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Krasnovishersk","Красновишерск","Perm Krai"
"1653020618-158","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chudovo","Чудово","Novgorod Oblast"
"1653020618-714","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Privolzhsk","Приволжск","Ivanovo Oblast"
"1653020618-303","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kashira","Кашира","Moscow Oblast"
"1653020618-509","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mezen","Мезень","Arkhangelsk Oblast"
"1653020618-1060","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yukhnov","Юхнов","Kaluga Oblast"
"1653020618-923","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Toropets","Торопец","Tver Oblast"
"1653020618-436","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kuznetsk","Кузнецк","Penza Oblast"
"1653020618-716","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Prokopyevsk","Прокопьевск","Kemerovo Oblast"
"1653020618-730","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Raduzhny","Радужный","Vladimir Oblast"
"1653020618-1008","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Volodarsk","Володарск","Nizhny Novgorod Oblast"
"1653020618-653","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ostrogozhsk","Острогожск","Voronezh Oblast"
"1653020618-29","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Aniva","Анива","Sakhalin Oblast"
"1653020618-750","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ryazhsk","Ряжск","Ryazan Oblast"
"1653020618-664","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pavlovo","Павлово","Nizhny Novgorod Oblast"
"1653020618-578","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nikolskoye","Никольское","Leningrad Oblast"
"1653020618-856","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Spassk-Dalny","Спасск-Дальний","Primorsky Krai"
"1653020618-711","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Primorsk","Приморск","Leningrad Oblast"
"1653020618-707","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Poronaysk","Поронайск","Sakhalin Oblast"
"1653020618-1062","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yuryevets","Юрьевец","Ivanovo Oblast"
"1653020618-594","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novoaltaysk","Новоалтайск","Altai Krai"
"1653020618-1104","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zima","Зима","Irkutsk Oblast"
"1653020618-441","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Labytnangi","Лабытнанги","Yamalo-Nenets Autonomous Okrug"
"1653020618-1081","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zavodoukovsk","Заводоуковск","Tyumen Oblast"
"1653020618-110","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bogotol","Боготол","Krasnoyarsk Krai"
"1653020618-883","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Suzdal","Суздаль","Vladimir Oblast"
"1653020618-137","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chapayevsk","Чапаевск","Samara Oblast"
"1653020618-211","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gagarin","Гагарин","Smolensk Oblast"
"1653020618-878","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Surgut","Сургут","Khanty-Mansi Autonomous Okrug"
"1653020618-759","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Salekhard","Салехард","Yamalo-Nenets Autonomous Okrug"
"1653020618-145","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chelyabinsk","Челябинск","Chelyabinsk Oblast"
"1653020618-528","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Morozovsk","Морозовск","Rostov Oblast"
"1653020618-440","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Labinsk","Лабинск","Krasnodar Krai"
"1653020618-454","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lesnoy","Лесной","Sverdlovsk Oblast"
"1653020618-803","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shchigry","Щигры","Kursk Oblast"
"1653020618-381","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kotelnikovo","Котельниково","Volgograd Oblast"
"1653020618-727","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pyatigorsk","Пятигорск","Stavropol Krai"
"1653020618-51","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Atkarsk","Аткарск","Saratov Oblast"
"1653020618-890","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Syasstroy","Сясьстрой","Leningrad Oblast"
"1653020618-1050","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yemanzhelinsk","Еманжелинск","Chelyabinsk Oblast"
"1653020618-1037","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yaransk","Яранск","Kirov Oblast"
"1653020618-627","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ob","Обь","Novosibirsk Oblast"
"1653020618-347","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kizlyar","Кизляр","Dagestan"
"1653020618-996","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vidnoye","Видное","Moscow Oblast"
"1653020618-733","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rasskazovo","Рассказово","Tambov Oblast"
"1653020618-547","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nakhodka","Находка","Primorsky Krai"
"1653020618-582","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nizhniye Sergi","Нижние Серги","Sverdlovsk Oblast"
"1653020618-83","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belousovo","Белоусово","Kaluga Oblast"
"1653020618-33","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Apsheronsk","Апшеронск","Krasnodar Krai"
"1653020618-914","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tikhvin","Тихвин","Leningrad Oblast"
"1653020618-677","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pestovo","Пестово","Novgorod Oblast"
"1653020618-1106","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zlynka","Злынка","Bryansk Oblast"
"1653020618-7","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Agidel","Агидель","Republic of Bashkortostan"
"1653020618-817","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sibay","Сибай","Republic of Bashkortostan"
"1653020618-960","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Usinsk","Усинск","Komi Republic"
"1653020618-657","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Otradny","Отрадный","Samara Oblast"
"1653020618-771","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Segezha","Сегежа","Karelia"
"1653020618-260","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Iskitim","Искитим","Novosibirsk Oblast"
"1653020618-859","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sredneuralsk","Среднеуральск","Sverdlovsk Oblast"
"1653020618-27","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Andreapol","Андреаполь","Tver Oblast"
"1653020618-1016","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Voronezh","Воронеж","Voronezh Oblast"
"1653020618-201","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Elista","Элиста","Kalmykia"
"1653020618-722","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pugachyov","Пугачев","Saratov Oblast"
"1653020618-30","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Anzhero-Sudzhensk","Анжеро-Судженск","Kemerovo Oblast"
"1653020618-734","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Raychikhinsk","Райчихинск","Amur Oblast"
"1653020618-419","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kulebaki","Кулебаки","Nizhny Novgorod Oblast"
"1653020618-100","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Biryusinsk","Бирюсинск","Irkutsk Oblast"
"1653020618-314","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Khadyzhensk","Хадыженск","Krasnodar Krai"
"1653020618-795","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shakhty","Шахты","Rostov Oblast"
"1653020618-495","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mariinsk","Мариинск","Kemerovo Oblast"
"1653020618-869","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Stroitel","Строитель","Belgorod Oblast"
"1653020618-1055","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yessentuki","Ессентуки","Stavropol Krai"
"1653020618-9","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ak-Dovurak","Ак-Довурак","Tuva Republic"
"1653020618-679","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Petropavlovsk-Kamchatsky","Петропавловск-Камчатский","Kamchatka Krai"
"1653020618-320","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Khimki","Химки","Moscow Oblast"
"1653020618-908","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Temnikov","Темников","Republic of Mordovia"
"1653020618-91","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Berezovsky","Березовский","Kemerovo Oblast"
"1653020618-304","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kasimov","Касимов","Ryazan Oblast"
"1653020618-86","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belozersk","Белозерск","Vologda Oblast"
"1653020618-95","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bikin","Бикин","Khabarovsk Krai"
"1653020618-156","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chita","Чита","Zabaykalsky Krai"
"1653020618-526","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mogocha","Могоча","Zabaykalsky Krai"
"1653020618-612","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novotroitsk","Новотроицк","Orenburg Oblast"
"1653020618-946","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Udachny","Удачный","Sakha Republic"
"1653020618-78","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belogorsk","Белогорск","Amur Oblast"
"1653020618-481","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Magas","Магас","Ingushetia"
"1653020618-1065","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yuzha","Южа","Ivanovo Oblast"
"1653020618-938","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tutayev","Тутаев","Yaroslavl Oblast"
"1653020618-818","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sim","Сим","Chelyabinsk Oblast"
"1653020618-585","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nizhny Tagil","Нижний Тагил","Sverdlovsk Oblast"
"1653020618-446","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lakinsk","Лакинск","Vladimir Oblast"
"1653020618-860","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sretensk","Сретенск","Zabaykalsky Krai"
"1653020618-520","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Millerovo","Миллерово","Rostov Oblast"
"1653020618-249","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ilansky","Иланский","Krasnoyarsk Krai"
"1653020618-1113","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zverevo","Зверево","Rostov Oblast"
"1653020618-622","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nyagan","Нягань","Khanty-Mansi Autonomous Okrug"
"1653020618-1093","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zheleznogorsk","Железногорск","Krasnoyarsk Krai"
"1653020618-726","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pustoshka","Пустошка","Pskov Oblast"
"1653020618-149","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Cherepovets","Череповец","Vologda Oblast"
"1653020618-1083","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zavolzhye","Заволжье","Nizhny Novgorod Oblast"
"1653020618-788","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Severomorsk","Североморск","Murmansk Oblast"
"1653020618-973","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Uzhur","Ужур","Krasnoyarsk Krai"
"1653020618-275","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kalininsk","Калининск","Saratov Oblast"
"1653020618-203","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ertil","Эртиль","Voronezh Oblast"
"1653020618-112","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Boksitogorsk","Бокситогорск","Leningrad Oblast"
"1653020618-358","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kolomna","Коломна","Moscow Oblast"
"1653020618-762","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Saransk","Саранск","Republic of Mordovia"
"1653020618-340","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kirs","Кирс","Kirov Oblast"
"1653020618-506","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mendeleyevsk","Менделеевск","Republic of Tatarstan"
"1653020618-435","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kuybyshev","Куйбышев","Novosibirsk Oblast"
"1653020618-448","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lebedyan","Лебедянь","Lipetsk Oblast"
"1653020618-160","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chulym","Чулым","Novosibirsk Oblast"
"1653020618-516","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mikhaylovka","Михайловка","Volgograd Oblast"
"1653020618-538","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Muravlenko","Муравленко","Yamalo-Nenets Autonomous Okrug"
"1653020618-827","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Smolensk","Смоленск","Smolensk Oblast"
"1653020618-295","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Karachayevsk","Карачаевск","Karachay-Cherkessia"
"1653020618-375","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Koryazhma","Коряжма","Arkhangelsk Oblast"
"1653020618-457","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Lgov","Льгов","Kursk Oblast"
"1653020618-65","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Baltiysk","Балтийск","Kaliningrad Oblast"
"1653020618-743","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rostov-on-Don","Ростов-на-Дону","Rostov Oblast"
"1653020618-697","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pokachi","Покачи","Khanty-Mansi Autonomous Okrug"
"1653020618-208","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Fryazino","Фрязино","Moscow Oblast"
"1653020618-467","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Losino-Petrovsky","Лосино-Петровский","Moscow Oblast"
"1653020618-309","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kazan","Казань","Republic of Tatarstan"
"1653020618-438","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kyshtym","Кыштым","Chelyabinsk Oblast"
"1653020618-695","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Podolsk","Подольск","Moscow Oblast"
"1653020618-433","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kuvandyk","Кувандык","Orenburg Oblast"
"1653020618-345","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kizel","Кизел","Perm Krai"
"1653020618-422","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kupino","Купино","Novosibirsk Oblast"
"1653020618-238","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Gubkinsky","Губкинский","Yamalo-Nenets Autonomous Okrug"
"1653020618-41","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Arsenyev","Арсеньев","Primorsky Krai"
"1653020618-621","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nurlat","Нурлат","Republic of Tatarstan"
"1653020618-867","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sterlitamak","Стерлитамак","Republic of Bashkortostan"
"1653020618-601","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novokuybyshevsk","Новокуйбышевск","Samara Oblast"
"1653020618-921","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tomsk","Томск","Tomsk Oblast"
"1653020618-252","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Inta","Инта","Komi Republic"
"1653020618-206","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Fokino","Фокино","Primorsky Krai"
"1653020618-75","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Belebey","Белебей","Republic of Bashkortostan"
"1653020618-311","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kem","Кемь","Karelia"
"1653020618-916","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tobolsk","Тобольск","Tyumen Oblast"
"1653020618-841","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sorsk","Сорск","Republic of Khakassia"
"1653020618-935","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tulun","Тулун","Irkutsk Oblast"
"1653020618-385","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kovdor","Ковдор","Murmansk Oblast"
"1653020618-1023","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vyazemsky","Вяземский","Khabarovsk Krai"
"1653020618-928","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Troitsk","Троицк","Chelyabinsk Oblast"
"1653020618-360","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kolpino","Колпино","Saint Petersburg"
"1653020618-965","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ust-Dzheguta","Усть-Джегута","Karachay-Cherkessia"
"1653020618-181","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dno","Дно","Pskov Oblast"
"1653020618-383","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kotovo","Котово","Volgograd Oblast"
"1653020618-852","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sovetsky","Советский","Khanty-Mansi Autonomous Okrug"
"1653020618-646","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Oryol","Орёл","Oryol Oblast"
"1653020618-1079","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Zarinsk","Заринск","Altai Krai"
"1653020618-812","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shimanovsk","Шимановск","Amur Oblast"
"1653020618-66","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Barabinsk","Барабинск","Novosibirsk Oblast"
"1653020618-462","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Liski","Лиски","Voronezh Oblast"
"1653020618-942","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tyrnyauz","Тырныауз","Kabardino-Balkar Republic"
"1653020618-1018","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Voskresensk","Воскресенск","Moscow Oblast"
"1653020618-482","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Magnitogorsk","Магнитогорск","Chelyabinsk Oblast"
"1653020618-524","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Mirny","Мирный","Arkhangelsk Oblast"
"1653020618-262","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ivangorod","Ивангород","Leningrad Oblast"
"1653020618-349","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Klin","Клин","Moscow Oblast"
"1653020618-266","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Izberbash","Избербаш","Dagestan"
"1653020618-596","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novocheboksarsk","Новочебоксарск","Chuvash Republic"
"1653020618-1026","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vyborg","Выборг","Leningrad Oblast"
"1653020618-125","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Bratsk","Братск","Irkutsk Oblast"
"1653020618-263","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Ivanovo","Иваново","Ivanovo Oblast"
"1653020618-864","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Starodub","Стародуб","Bryansk Oblast"
"1653020618-615","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novouzensk","Новоузенск","Saratov Oblast"
"1653020618-1017","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vorsma","Ворсма","Nizhny Novgorod Oblast"
"1653020618-272","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kalach-na-Donu","Калач-на-Дону","Volgograd Oblast"
"1653020618-550","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Naro-Fominsk","Наро-Фоминск","Moscow Oblast"
"1653020618-671","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pereslavl-Zalessky","Переславль-Залесский","Yaroslavl Oblast"
"1653020618-945","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Uchaly","Учалы","Republic of Bashkortostan"
"1653020618-619","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Novy Urengoy","Новый Уренгой","Yamalo-Nenets Autonomous Okrug"
"1653020618-620","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Noyabrsk","Ноябрьск","Yamalo-Nenets Autonomous Okrug"
"1653020618-20","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Alexeyevka","Алексеевка","Belgorod Oblast"
"1653020618-40","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Armavir","Армавир","Krasnodar Krai"
"1653020618-580","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Nizhneudinsk","Нижнеудинск","Irkutsk Oblast"
"1653020618-912","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Teykovo","Тейково","Ivanovo Oblast"
"1653020618-794","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shakhtyorsk","Шахтерск","Sakhalin Oblast"
"1653020618-191","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Dubovka","Дубовка","Volgograd Oblast"
"1653020618-341","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kirsanov","Кирсанов","Tambov Oblast"
"1653020618-796","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Shakhunya","Шахунья","Nizhny Novgorod Oblast"
"1653020618-723","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Pushchino","Пущино","Moscow Oblast"
"1653020618-746","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Rudnya","Рудня","Smolensk Oblast"
"1653020618-173","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Derbent","Дербент","Dagestan"
"1653020618-783","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Sertolovo","Сертолово","Leningrad Oblast"
"1653020618-490","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Maloarkhangelsk","Малоархангельск","Oryol Oblast"
"1653020618-1067","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yuzhno-Sukhokumsk","Южно-Сухокумск","Dagestan"
"1653020618-142","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Chegem","Чегем","Kabardino-Balkar Republic"
"1653020618-267","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Izhevsk","Ижевск","Udmurtia"
"1653020618-1034","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Yakutsk","Якутск","Sakha Republic"
"1653020618-892","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Syktyvkar","Сыктывкар","Komi Republic"
"1653020618-255","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Irbit","Ирбит","Sverdlovsk Oblast"
"1653020618-434","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Kuvshinovo","Кувшиново","Tver Oblast"
"1653020618-8","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Agryz","Агрыз","Republic of Tatarstan"
"1653020618-901","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Tarusa","Таруса","Kaluga Oblast"
"1653020618-1031","https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Russia","Vytegra","Вытегра","Vologda Oblast"
